log_step,val_loss,val_accuracy,grad_alignment
767,0.711940077394247,0.6410000000000001,
768,0.7452147310972214,0.611,
769,0.6825384843349457,0.6430000000000001,
770,0.7385546141862869,0.623,
771,0.7770888827741146,0.628,
772,0.781881767064333,0.637,
773,0.7592696778476238,0.6300000000000001,
774,0.7603719912469387,0.636,
775,0.7504779502749443,0.62,
776,0.7698475654423237,0.639,
777,0.7743804727494716,0.637,
778,0.7187376554310322,0.635,
779,0.721110825240612,0.617,
780,0.7102049843966961,0.6400000000000001,
781,0.8022933426499367,0.601,
782,0.761689488440752,0.6260000000000001,
783,0.7467716890573501,0.6309999999999999,
784,0.7928080494701862,0.608,
785,0.7579638749361038,0.612,
786,0.7915934187173843,0.611,
787,0.7492559047043323,0.639,
788,0.7256855511665344,0.618,
789,0.7264707034826279,0.637,
790,0.7352603155374527,0.6519999999999999,
791,0.7879638975858688,0.6250000000000001,
792,0.8158148804306984,0.615,
793,0.7998334822058678,0.628,
794,0.7650330643355846,0.6089999999999999,
795,0.7384302723407745,0.613,
796,0.6914851099252701,0.6399999999999999,
797,0.7591823196411133,0.615,
798,0.7076183427870274,0.645,
799,0.7206608144938946,0.647,
800,0.7673549652099609,0.611,
801,0.7738007304817438,0.628,
802,0.7645259043574333,0.637,
803,0.7957021254301071,0.612,
804,0.8263812011480332,0.597,
805,0.7701350538432599,0.6020000000000001,
806,0.7338062764704227,0.628,
807,0.7504570637643337,0.629,
808,0.7903933101892471,0.6090000000000001,
809,0.7049672022461891,0.621,
810,0.7708474251627923,0.6190000000000001,
811,0.783412027657032,0.6299999999999999,
812,0.8291809910535812,0.61,
813,0.793193728774786,0.6199999999999999,
814,0.7511282527446747,0.619,
815,0.7541280335187912,0.621,
816,0.771035491079092,0.609,
817,0.713347844928503,0.63,
818,0.7390144166350364,0.618,
819,0.7491281786561013,0.6349999999999999,
820,0.7540711033344268,0.613,
821,0.7885215193033218,0.621,
822,0.8143356545269489,0.6239999999999999,
823,0.7725381910800934,0.628,
824,0.7825917254388333,0.624,
825,0.839002694785595,0.617,
826,0.7752402563393116,0.607,
827,0.7428231549263,0.644,
828,0.7224925017356872,0.63,
829,0.7800012049078942,0.6080000000000001,
830,0.7224113658070564,0.639,
831,0.7695895217359066,0.633,
832,0.7963665819168091,0.626,
833,0.7517723497748375,0.6239999999999999,
834,0.8084975576400757,0.6149999999999999,
835,0.7953091442584992,0.616,
836,0.7396896988153457,0.6149999999999999,
837,0.7533246935904025,0.659,
838,0.7195678669214248,0.631,
839,0.759316331744194,0.613,
840,0.7513039709627628,0.6240000000000001,
841,0.7518434070050717,0.6510000000000001,
842,0.7741604135930538,0.6360000000000001,
843,0.8032807351648807,0.623,
844,0.7505733993649483,0.6250000000000001,
845,0.7693533264100552,0.6250000000000001,
846,0.7042619644105435,0.6549999999999998,
847,0.7524564597010612,0.6319999999999999,
848,0.7501715864241123,0.626,
849,0.7650741505622863,0.6250000000000001,
850,0.7638329082727432,0.622,
851,0.8295244264602661,0.612,
852,0.7934780456125736,0.63,
853,0.8378819015622139,0.59,
854,0.8615070249140263,0.595,
855,0.8044932454824447,0.607,
856,0.8018413108587265,0.614,
857,0.793315086811781,0.5880000000000001,
858,0.8154320725798607,0.6250000000000001,
859,0.7760992278158665,0.6,
860,0.7622168128192425,0.619,
861,0.8241143548488616,0.638,
862,0.8253019958734512,0.6239999999999999,
863,0.8157985863089562,0.6040000000000001,
864,0.8151285753399133,0.628,
865,0.7742874731123447,0.621,
866,0.8026403619349003,0.618,
867,0.7847298927605152,0.6120000000000001,
868,0.7454678297042847,0.6189999999999999,
869,0.7497498922049999,0.63,
870,0.7718730382621288,0.613,
871,0.8208300893008709,0.637,
872,0.8027898718416691,0.6350000000000001,
873,0.8594293950498104,0.602,
874,0.7940121065080166,0.6110000000000001,
875,0.7657389502227306,0.628,
876,0.7983167770504952,0.597,
877,0.7685092000663281,0.638,
878,0.7916278310120106,0.606,
879,0.735136996358633,0.633,
880,0.7483721402287483,0.609,
881,0.7970322233438492,0.6389999999999999,
882,0.7886224058270455,0.6170000000000001,
883,0.8056263795495033,0.609,
884,0.7859155805408955,0.617,
885,0.7778299070894719,0.61,
886,0.8265904724597931,0.602,
887,0.7494156974554061,0.639,
888,0.7333594116568566,0.6359999999999999,
889,0.7741101038455963,0.613,
890,0.7802066877484322,0.6220000000000001,
891,0.8187527799606323,0.6140000000000001,
892,0.7848104132711887,0.6409999999999999,
893,0.7424949803948402,0.6349999999999999,
894,0.7654844915866852,0.6189999999999999,
895,0.7591709989309311,0.628,
896,0.767743574231863,0.6159999999999999,
897,0.7838826245069503,0.61,
898,0.7297623331844807,0.62,
899,0.7976187735795974,0.6150000000000001,
900,0.7446791207790375,0.611,
901,0.8362735342979432,0.612,
902,0.819107965528965,0.6240000000000001,
903,0.78381437972188,0.6439999999999999,
904,0.7642935793101787,0.6320000000000001,
905,0.7907889644801617,0.6200000000000001,
906,0.7671502093970776,0.624,
907,0.7685535694658756,0.6139999999999999,
908,0.740611193627119,0.614,
909,0.7565249121189117,0.6360000000000001,
910,0.7977997693419456,0.611,
911,0.8220936423540115,0.622,
912,0.8350629074871541,0.599,
913,0.814717085659504,0.607,
914,0.7886176674067974,0.611,
915,0.7515599822998047,0.6250000000000001,
916,0.7858920678496361,0.621,
917,0.7757005000114441,0.6220000000000001,
918,0.7622407853603363,0.622,
919,0.7297292771935463,0.633,
920,0.7649773344397545,0.6110000000000001,
921,0.8536278203129768,0.6139999999999999,
922,0.8492470000684261,0.6030000000000001,
923,0.8267864386737347,0.6079999999999999,
924,0.7598937065899372,0.633,
925,0.7630150751769542,0.629,
926,0.7799872818589211,0.6050000000000001,
927,0.7524753396213054,0.6259999999999999,
928,0.7974077492952347,0.613,
929,0.7857516768574715,0.602,
930,0.8041165600717067,0.622,
931,0.8167526888847351,0.605,
932,0.808047259002924,0.6120000000000001,
933,0.8381559643149376,0.6189999999999999,
934,0.8406418226659298,0.6199999999999999,
935,0.8403370848298073,0.584,
936,0.8331390997767448,0.593,
937,0.7462956365942955,0.625,
938,0.8120848692953586,0.616,
939,0.7742784750461579,0.614,
940,0.7709609153866768,0.6300000000000001,
941,0.8040305750072002,0.634,
942,0.8268809881806374,0.606,
943,0.8190099693834781,0.596,
944,0.8651520937681199,0.597,
945,0.7987034356594086,0.6160000000000001,
946,0.8022928759455681,0.603,
947,0.8066593913733959,0.6110000000000001,
948,0.7936621931195259,0.6200000000000001,
949,0.8077837282419205,0.598,
950,0.7613516089320183,0.6100000000000001,
951,0.8275928208231926,0.588,
952,0.84679417014122,0.586,
953,0.8401153039932251,0.605,
954,0.821355984210968,0.615,
955,0.8096858544647694,0.602,
956,0.8718798530101776,0.5870000000000001,
957,0.8172379273176194,0.6050000000000001,
958,0.8509040495753288,0.5920000000000001,
959,0.8079577518999577,0.606,
960,0.7789969787001609,0.626,
961,0.8183659441769123,0.6100000000000001,
962,0.8293693402409553,0.5940000000000001,
963,0.8986310234665871,0.5770000000000001,
964,0.8512339571118355,0.605,
965,0.795395427942276,0.614,
966,0.7882263392210007,0.597,
967,0.7880222927033901,0.621,
968,0.7603016656637192,0.627,
969,0.7706962138414383,0.6120000000000001,
970,0.8091580659151077,0.6180000000000001,
971,0.8590109531581401,0.597,
972,0.8510765144228936,0.618,
973,0.8546355655789375,0.6180000000000001,
974,0.850072982609272,0.5770000000000001,
975,0.8250931887328625,0.609,
976,0.8454672637581825,0.569,
977,0.8033902725577354,0.607,
978,0.7789338536560535,0.6309999999999999,
979,0.797962743639946,0.608,
980,0.778767357468605,0.6120000000000001,
981,0.8477431111037731,0.604,
982,0.8971815499663353,0.598,
983,0.7987494151294231,0.5989999999999999,
984,0.8456269715726376,0.6090000000000001,
985,0.812588092982769,0.6110000000000001,
986,0.8092564351856708,0.6149999999999999,
987,0.8209121780097485,0.6080000000000001,
988,0.7972677685320377,0.6030000000000001,
989,0.7578389698266983,0.603,
990,0.7849309527873993,0.589,
991,0.8895313239097595,0.596,
992,0.8773787678778171,0.6079999999999999,
993,0.8224230660498142,0.616,
994,0.812923396229744,0.6179999999999999,
995,0.8282547894120217,0.595,
996,0.8110464161634445,0.635,
997,0.7983883817493915,0.6160000000000001,
998,0.7558747774362564,0.623,
999,0.8241911008954048,0.5989999999999999,
1000,0.7656575408577919,0.602,
